tick,population,mean_h,median_h,births_interval,deaths_starvation_interval,deaths_collision_interval,food_count,kl_divergence
183600,62,5.9516,6.0,179,0,172,894,0.388575
183700,56,5.8929,6.0,174,0,180,869,0.425188
183800,55,5.7273,6.0,179,0,180,822,0.371729
183900,68,5.9412,6.0,173,0,160,891,0.396493
184000,66,5.8182,6.0,195,0,197,815,0.382147
184100,61,5.2623,5.0,167,0,172,846,0.397692
184200,58,5.8621,6.0,183,0,186,868,0.400152
184300,58,5.4655,5.0,168,0,168,891,0.395084
184400,52,5.7115,6.0,179,1,184,887,0.416211
184500,57,5.6316,6.0,180,0,175,872,0.425798
184600,65,5.7846,6.0,172,0,164,872,0.396065
184700,68,5.4559,5.0,176,0,173,849,0.417753
184800,62,5.5645,6.0,173,0,179,899,0.344754
184900,78,5.6923,6.0,177,0,161,853,0.321174
185000,64,5.3750,5.0,171,0,185,829,0.322638
185100,70,5.8714,6.0,164,0,158,837,0.276120
185200,61,5.4590,5.0,148,0,157,858,0.318423
185300,74,5.0270,5.0,170,0,157,836,0.396073
185400,80,5.2625,5.0,159,0,153,822,0.350051
185500,79,5.1772,5.0,161,0,162,783,0.377322
185600,72,4.9583,5.0,158,1,164,766,0.335867
185700,76,5.2895,5.0,160,0,156,812,0.346049
185800,65,5.0769,5.0,152,0,163,835,0.364716
185900,78,5.0641,5.0,170,0,157,781,0.323096
186000,62,5.3548,5.0,149,0,165,863,0.338184
186100,71,5.1690,5.0,178,0,169,807,0.345388
186200,88,4.9773,5.0,161,0,144,768,0.350157
186300,77,5.2597,5.0,159,0,170,787,0.356264
186400,63,5.3333,5.0,144,0,158,817,0.326930
186500,64,5.3750,5.0,163,0,162,816,0.365528
186600,86,5.4186,5.0,181,0,159,782,0.308244
186700,77,5.6104,6.0,148,1,156,780,0.306891
186800,79,5.3671,5.0,168,1,165,795,0.338319
186900,68,5.7059,6.0,169,0,180,787,0.317234
187000,56,5.4643,5.0,172,0,184,810,0.321681
187100,67,5.5821,5.0,177,0,166,785,0.344394
187200,67,5.6866,5.0,167,0,167,829,0.345529
187300,53,5.3585,5.0,171,0,185,850,0.383115
187400,49,5.2857,5.0,181,0,185,870,0.390730
187500,71,5.3662,5.0,184,0,162,817,0.357602
187600,74,5.3243,5.0,165,0,162,774,0.383204
187700,68,5.0882,5.0,167,0,173,795,0.316287
187800,59,5.6949,6.0,175,0,184,851,0.407091
187900,57,5.6491,6.0,173,0,175,858,0.380477
188000,57,5.5263,6.0,196,0,196,817,0.403534
188100,72,5.6389,6.0,196,0,181,781,0.392788
188200,63,5.3651,5.0,182,0,191,767,0.404654
188300,72,5.3194,5.0,188,0,179,728,0.389022
188400,62,5.6290,6.0,160,0,170,804,0.398207
188500,57,5.5614,5.0,170,0,175,799,0.408304
188600,61,5.0164,5.0,186,0,182,787,0.408294
188700,61,5.5738,6.0,180,1,179,824,0.393227
188800,62,5.4677,5.0,178,0,177,827,0.355126
188900,68,5.0294,5.0,190,0,184,764,0.323310
189000,60,5.4833,5.5,167,0,175,815,0.428236
189100,61,5.3443,5.0,187,0,186,838,0.456619
189200,61,5.1967,5.0,190,0,190,850,0.415331
189300,56,5.7321,5.0,194,0,199,876,0.429162
189400,53,5.7736,6.0,196,0,199,867,0.423952
189500,44,5.4318,5.0,198,0,207,905,0.488385
189600,56,5.6786,6.0,217,0,205,882,0.554832
189700,56,5.7143,6.0,195,0,195,882,0.448567
189800,43,5.5349,6.0,189,0,202,891,0.479678
189900,42,5.6190,5.0,197,0,198,948,0.508430
190000,32,6.0312,6.0,209,0,219,956,0.535120
190100,38,5.4211,5.0,226,0,220,915,0.511511
190200,36,5.8611,6.0,210,0,212,936,0.491897
190300,47,5.7234,6.0,219,0,208,890,0.535800
190400,48,5.6667,6.0,199,0,198,896,0.641350
190500,58,5.9310,6.0,225,0,215,846,0.527390
190600,48,5.7500,6.0,188,0,198,867,0.609438
190700,53,5.5660,5.0,194,0,189,874,0.551784
190800,72,5.5833,6.0,215,0,196,822,0.479965
190900,52,5.7115,6.0,171,0,191,869,0.502395
191000,50,5.5600,6.0,190,0,192,862,0.455569
191100,46,5.8043,6.0,191,0,195,906,0.437440
191200,53,5.6226,6.0,190,0,183,897,0.416912
191300,50,5.7200,6.0,181,0,184,880,0.471947
191400,62,5.8871,6.0,184,0,172,878,0.355369
191500,64,5.7188,6.0,179,0,177,843,0.358914
191600,58,5.3621,5.5,186,0,192,818,0.361509
191700,56,5.6607,6.0,176,0,178,882,0.373856
191800,39,5.6410,5.0,182,0,199,934,0.525887
191900,48,5.7708,6.0,207,0,198,889,0.444392
192000,45,5.8889,6.0,189,0,192,933,0.477731
192100,49,5.7755,6.0,191,0,187,931,0.454190
192200,40,6.0250,6.0,196,0,205,923,0.507597
192300,50,5.8400,6.0,207,0,197,894,0.458499
192400,47,5.3830,5.0,183,0,186,902,0.443610
192500,42,5.5952,6.0,194,0,199,899,0.527385
192600,50,5.6800,6.0,209,0,201,891,0.443364
192700,46,5.4783,5.0,188,0,192,914,0.425883
192800,46,5.6522,5.5,191,0,191,918,0.505554
192900,49,5.9592,6.0,194,0,191,931,0.441227
193000,54,5.7593,6.0,184,0,179,913,0.491681
193100,56,5.6786,5.5,187,0,185,887,0.414672
193200,46,5.7609,6.0,171,0,181,953,0.471025
193300,41,6.0732,6.0,131,0,136,953,0.478238
193400,55,5.7818,6.0,176,0,162,906,0.417749
193500,61,5.9508,6.0,164,0,158,938,0.437900
193600,57,5.7544,6.0,177,0,181,909,0.363627
193700,46,5.7391,5.0,161,0,172,950,0.396283
193800,58,5.8966,6.0,167,0,155,943,0.400664
193900,63,6.0159,6.0,174,0,169,893,0.347063
194000,62,6.0161,6.0,169,0,170,876,0.350083
194100,63,5.9206,6.0,168,0,167,921,0.383647
194200,60,5.8500,6.0,132,0,135,926,0.402284
194300,58,5.6724,5.0,171,0,173,900,0.350418
194400,55,6.0545,6.0,168,0,171,931,0.330274
194500,63,5.9841,6.0,178,0,170,890,0.336859
194600,57,5.6667,5.0,174,0,180,878,0.352561
194700,57,6.1754,6.0,179,0,179,872,0.371943
194800,53,5.9811,6.0,178,0,182,876,0.415875
194900,46,6.0000,6.0,173,0,180,898,0.390480
195000,67,6.1194,6.0,202,0,181,866,0.309745
195100,54,6.1111,6.0,178,0,191,832,0.377322
195200,62,5.4677,5.0,190,0,182,806,0.329547
195300,50,6.0200,6.0,167,0,179,894,0.410852
195400,56,5.7679,6.0,202,0,196,865,0.369952
195500,53,5.3396,5.0,194,0,197,850,0.412027
195600,49,5.7551,6.0,193,0,197,849,0.427240
195700,54,5.7222,6.0,176,0,171,891,0.362996
195800,50,5.1600,5.0,191,0,195,861,0.372463
195900,64,5.6719,5.5,192,0,178,852,0.361994
196000,62,5.4194,5.0,184,0,186,872,0.392907
196100,53,5.4151,5.0,190,0,199,850,0.398536
196200,49,5.9796,6.0,192,0,196,891,0.435946
196300,48,5.7500,6.0,198,0,199,875,0.463277
196400,47,5.4255,5.0,195,0,196,886,0.403555
196500,53,5.7170,6.0,198,0,192,886,0.470065
196600,56,5.5893,5.0,194,0,191,882,0.485828
196700,44,5.4091,5.0,183,0,195,902,0.499319
196800,53,5.7736,6.0,202,0,193,908,0.447927
196900,37,5.5676,5.0,198,0,214,939,0.565699
197000,41,5.3659,5.0,209,0,205,912,0.501399
197100,26,5.6154,5.0,161,0,176,975,0.641302
197200,23,5.7826,6.0,126,0,129,978,0.669221
197300,32,5.5000,5.0,151,0,142,954,0.675099
197400,47,5.7234,5.0,240,0,225,875,0.534215
197500,30,5.7667,5.5,188,0,205,946,0.560946
197600,46,5.3478,5.0,238,0,222,876,0.502502
197700,47,5.6596,5.0,196,0,195,917,0.604953
197800,30,5.6667,5.5,187,0,204,972,0.469841
197900,40,5.6750,5.0,194,0,184,918,0.453762
198000,50,5.7400,6.0,221,0,211,874,0.505560
198100,45,5.4667,5.0,186,0,191,909,0.419745
198200,66,5.2727,5.0,211,0,190,832,0.375920
198300,46,5.2174,5.0,177,0,197,877,0.434482
198400,66,5.2727,5.0,194,0,174,809,0.409441
198500,64,5.3750,5.0,173,1,174,803,0.348545
198600,64,5.5781,6.0,175,0,175,850,0.336747
198700,48,5.5000,5.0,174,0,190,866,0.373907
198800,58,5.5000,5.0,188,0,178,821,0.351569
198900,78,5.8333,6.0,186,0,166,795,0.329328
199000,72,5.6667,6.0,162,0,168,795,0.327075
199100,64,5.2656,5.0,163,0,171,765,0.296671
199200,75,5.7333,6.0,166,0,155,788,0.286141
199300,73,5.6986,5.0,169,0,171,790,0.304548
199400,72,5.5417,5.0,166,0,167,765,0.331331
199500,66,5.9242,6.0,146,0,152,824,0.308636
199600,80,5.5250,6.0,172,0,158,757,0.283009
199700,72,5.2361,5.0,135,0,143,765,0.271440
199800,84,5.7857,6.0,143,0,131,774,0.270555
199900,71,5.6761,6.0,126,0,139,830,0.287165
200000,86,5.5349,5.5,165,0,150,728,0.260822
200100,80,5.7000,6.0,146,0,152,779,0.280440
200200,84,5.7500,6.0,151,0,147,773,0.271147
200300,80,5.8625,6.0,148,1,151,749,0.261826
200400,87,5.8046,6.0,147,0,140,731,0.255638
200500,76,5.5658,6.0,137,0,148,764,0.254137
200600,69,5.3623,5.0,146,1,152,768,0.260265
200700,74,5.8649,6.0,150,1,144,804,0.306332
200800,63,5.9524,6.0,151,0,162,798,0.374971
200900,56,5.5714,6.0,158,0,165,850,0.373785
201000,64,5.7500,6.0,181,0,173,852,0.353879
201100,64,5.7656,6.0,159,0,159,869,0.375205
201200,63,5.5079,6.0,171,0,172,850,0.343685
201300,72,5.5556,5.0,178,0,169,846,0.317971
201400,76,5.5263,5.0,163,0,159,843,0.335741
201500,73,5.4110,5.0,159,0,162,824,0.319585
201600,73,5.3562,5.0,159,0,159,844,0.315302
201700,77,5.5325,5.0,165,0,161,807,0.329568
201800,74,5.1892,5.0,146,0,149,808,0.331315
201900,61,5.3279,5.0,159,0,172,844,0.320914
202000,70,5.4429,5.0,175,0,166,836,0.331244
202100,61,5.1639,5.0,170,0,179,828,0.325606
202200,81,5.4568,5.0,176,0,156,806,0.372352
202300,72,5.3472,5.0,143,0,152,853,0.365867
202400,68,5.3971,5.0,165,0,169,816,0.351640
202500,76,5.6579,5.0,163,0,155,844,0.358341
202600,69,5.3768,5.0,179,0,186,809,0.361607
202700,66,5.4394,5.0,157,0,160,819,0.331879
202800,51,5.3725,5.0,159,0,174,863,0.434156
202900,56,5.5000,5.0,181,0,176,830,0.338615
203000,70,5.0714,5.0,175,0,161,802,0.369247
203100,67,5.6269,6.0,162,0,165,825,0.386278
203200,58,5.5000,5.0,162,0,171,850,0.336084
203300,61,5.3279,5.0,169,0,166,836,0.375737
203400,50,5.8200,6.0,171,0,182,897,0.420928
203500,51,5.5294,5.0,193,0,192,896,0.404667
203600,50,5.5800,5.0,182,0,183,903,0.448366
203700,64,5.8125,6.0,196,0,182,860,0.382489
203800,62,5.3710,5.0,181,0,183,849,0.382805
203900,60,5.3333,5.0,164,0,166,861,0.359890
204000,75,5.4133,5.0,184,0,169,851,0.392881
204100,61,5.6230,6.0,161,0,175,898,0.373734
204200,58,5.3276,5.0,180,0,183,872,0.371008
204300,77,5.4026,5.0,192,0,173,867,0.334620
204400,69,5.2899,5.0,171,0,179,810,0.371206
204500,61,4.9836,5.0,159,0,167,846,0.370079
204600,61,5.6557,6.0,159,0,159,885,0.353189
204700,76,5.4868,5.0,172,0,157,836,0.313853
204800,63,5.2540,5.0,165,0,178,865,0.344585
204900,50,5.6000,5.5,176,0,189,908,0.344254
205000,53,5.2453,5.0,196,0,193,864,0.374834
205100,55,4.8364,5.0,183,0,181,864,0.453455
205200,56,5.5000,5.0,193,0,192,878,0.423638
205300,61,5.2787,5.0,198,0,193,867,0.404511
205400,52,5.2692,5.0,185,0,194,850,0.483789
205500,54,5.5185,5.0,186,0,184,874,0.470002
205600,61,5.0820,5.0,183,0,176,864,0.463165
205700,54,5.1296,5.0,164,0,171,886,0.463274
205800,65,5.5692,5.0,193,0,182,858,0.476264
205900,55,5.5636,5.0,177,0,187,890,0.450743
206000,50,5.4800,5.0,193,0,198,903,0.423281
206100,51,5.6667,5.0,194,1,192,908,0.434213
206200,64,5.4375,5.0,187,0,174,860,0.419991
206300,59,5.3898,5.0,162,0,167,875,0.430431
206400,65,5.6154,5.0,188,1,181,882,0.422890
206500,61,5.6557,5.0,171,0,175,888,0.463989
206600,56,5.2857,5.0,174,0,179,878,0.457524
206700,62,5.4355,5.0,174,0,168,874,0.417242
206800,62,5.5806,5.0,168,0,168,862,0.414246
206900,63,5.3175,5.0,176,0,175,821,0.408803
207000,62,5.5968,5.0,174,0,175,862,0.383421
207100,63,5.3333,5.0,170,0,169,885,0.429092
207200,64,5.3906,5.0,183,0,182,848,0.392671
207300,61,5.7049,6.0,169,0,172,893,0.349038
207400,58,5.6379,6.0,176,0,179,876,0.388298
207500,65,5.4615,5.0,182,0,175,845,0.394292
207600,81,5.5309,5.0,165,0,149,874,0.393965
207700,65,5.5077,5.0,159,0,175,868,0.426914
207800,63,5.3968,6.0,168,0,170,853,0.445975
207900,65,5.7385,6.0,177,0,175,891,0.392790
208000,58,5.5345,6.0,187,0,194,853,0.450218
208100,62,5.8065,6.0,181,0,177,872,0.424158
208200,54,5.9630,6.0,200,0,208,838,0.432309
208300,56,5.8393,6.0,187,0,185,842,0.399736
208400,45,5.2667,5.0,182,1,192,893,0.377059
208500,50,5.8800,6.0,189,0,184,883,0.414060
208600,51,5.7451,6.0,193,0,192,906,0.378364
208700,60,5.5167,6.0,197,0,188,854,0.339639
208800,58,6.0172,6.0,179,0,181,918,0.370167
208900,55,5.8000,6.0,195,0,198,889,0.341464
209000,58,5.6207,6.0,185,0,182,869,0.370406
209100,55,5.7636,6.0,191,0,194,878,0.392865
209200,52,5.4808,5.0,184,0,187,905,0.398022
209300,49,5.4286,5.0,197,0,200,885,0.314166
209400,59,5.7627,6.0,194,0,184,875,0.333499
209500,60,5.6000,6.0,187,0,186,867,0.337691
209600,45,5.6444,6.0,184,0,199,894,0.416215
209700,52,5.6346,5.5,200,0,193,906,0.391205
209800,55,5.5636,5.0,211,0,208,897,0.431309
209900,44,5.5455,6.0,198,0,209,911,0.456971
210000,44,5.3409,5.0,214,0,214,937,0.458976
210100,48,5.5417,6.0,219,0,215,897,0.520241
210200,50,5.4000,5.5,205,0,203,872,0.448192
210300,52,5.6923,6.0,190,0,188,882,0.480572
210400,53,5.5094,5.0,182,0,181,903,0.459065
210500,50,5.5600,5.0,192,0,195,889,0.478013
210600,53,5.7547,6.0,198,0,195,911,0.521970
210700,57,5.7193,6.0,189,0,185,902,0.550072
210800,52,5.5192,6.0,195,0,200,879,0.521705
210900,61,5.6393,6.0,192,0,183,907,0.491160
211000,54,5.7593,6.0,180,0,187,877,0.422186
211100,62,5.2419,5.0,186,0,178,864,0.401010
211200,68,5.7059,6.0,180,0,174,883,0.426713
211300,46,5.7826,6.0,177,0,199,911,0.447605
211400,47,5.6170,6.0,188,0,187,896,0.468006
211500,53,5.6792,6.0,198,0,192,898,0.425901
211600,55,5.5818,5.0,192,0,190,902,0.497781
211700,55,5.3818,5.0,183,0,183,879,0.381284
211800,64,5.7031,6.0,182,0,173,890,0.425735
211900,53,5.7358,6.0,176,0,187,919,0.459585
212000,47,5.3617,5.0,195,0,201,916,0.472628
212100,47,5.4894,5.0,186,0,186,955,0.442286
212200,48,5.5208,5.0,116,0,115,953,0.559081
212300,55,5.5091,5.0,175,0,168,905,0.417360
212400,50,5.4400,5.0,164,0,169,951,0.440955
212500,60,5.5833,6.0,171,0,161,911,0.414634
212600,56,5.4643,5.5,162,0,166,917,0.452959
212700,66,5.5303,6.0,176,0,166,930,0.388231
212800,57,5.5263,5.0,162,0,171,936,0.388222
212900,61,5.5574,5.0,167,0,163,900,0.414600
213000,69,5.5362,5.0,166,0,158,902,0.382736
213100,55,5.6000,5.0,150,0,164,906,0.388204
213200,56,5.4464,5.0,162,0,161,907,0.387064
213300,54,5.4074,5.0,164,0,166,934,0.395865
213400,65,5.6308,5.0,167,0,156,883,0.346401
213500,61,5.4918,5.0,161,0,165,873,0.344145
213600,64,5.5469,5.0,167,0,164,895,0.361986
213700,66,5.5000,5.0,158,0,156,900,0.360629
213800,64,5.5781,5.0,164,0,166,859,0.365925
213900,62,5.4032,5.0,155,0,157,920,0.386338
214000,57,5.5614,5.0,149,0,154,900,0.408011
214100,61,5.5410,5.0,168,0,164,851,0.391097
214200,62,5.7097,6.0,166,0,165,869,0.353271
214300,58,5.6207,5.0,155,0,159,872,0.349675
214400,66,5.2727,5.0,170,0,162,818,0.358090
214500,77,5.6104,5.0,154,0,143,846,0.340678
214600,74,5.5811,6.0,154,0,157,813,0.334176
214700,62,5.2581,5.0,141,0,153,876,0.354824
214800,64,5.6250,5.0,162,0,160,891,0.344887
214900,62,5.4839,5.0,157,0,159,877,0.316262
215000,55,5.3818,5.0,153,0,160,904,0.440456
215100,70,5.6714,6.0,171,0,156,890,0.381439
215200,67,5.5522,5.0,162,0,165,873,0.373945
215300,78,5.1795,5.0,164,0,153,834,0.294031
215400,68,5.4559,5.0,141,0,151,875,0.302490
215500,81,5.4691,5.0,150,0,137,854,0.312347
215600,73,5.1781,5.0,148,0,156,857,0.307801
215700,68,5.4853,5.0,153,0,158,854,0.295481
215800,61,5.0164,5.0,152,0,159,888,0.321573
215900,70,5.1714,5.0,171,0,162,870,0.313455
216000,68,5.3676,5.0,169,0,171,890,0.353275
216100,65,5.4923,5.0,160,0,163,860,0.374492
216200,73,5.2192,5.0,156,0,148,839,0.347144
216300,66,5.5455,5.0,141,0,148,903,0.320340
216400,67,5.3134,5.0,155,0,154,871,0.318395
216500,76,5.2237,5.0,149,0,140,853,0.308302
216600,74,5.3784,5.0,153,0,155,841,0.304949
216700,79,5.3797,5.0,151,0,146,838,0.333739
216800,71,5.3239,5.0,149,0,157,837,0.282979
216900,81,5.6667,6.0,148,0,138,843,0.272740
217000,64,5.2969,5.0,143,0,160,890,0.303628
217100,72,5.2083,5.0,169,0,161,834,0.348212
217200,64,5.5312,5.0,146,0,154,864,0.335054
217300,64,5.4688,5.0,156,0,156,847,0.354092
217400,76,5.2237,5.0,163,0,151,815,0.321100
217500,89,5.4494,5.0,168,0,155,791,0.289706
217600,68,5.3382,5.0,129,0,150,851,0.305319
217700,74,5.2297,5.0,158,0,152,811,0.294048
217800,82,5.3780,5.0,146,0,138,860,0.278933
217900,83,5.3373,5.0,147,0,146,830,0.255399
218000,77,5.2987,5.0,133,0,139,816,0.268485
218100,86,5.4884,5.0,149,0,140,848,0.276273
218200,72,5.4861,5.0,140,0,154,822,0.323073
218300,81,5.3580,5.0,148,0,139,818,0.317401
218400,84,5.5595,5.0,157,0,154,816,0.329939
218500,83,5.2892,5.0,144,1,144,769,0.346043
218600,85,5.2118,5.0,132,0,130,756,0.342449
218700,82,5.5488,5.0,149,1,151,762,0.336708
218800,84,5.4643,5.0,141,0,139,747,0.332151
218900,68,5.2059,5.0,131,0,147,774,0.331376
219000,68,5.6471,6.0,147,0,147,816,0.337262
219100,87,5.3678,5.0,172,0,153,776,0.338172
219200,69,5.3913,5.0,129,0,147,788,0.344152
219300,70,5.7286,6.0,145,0,144,830,0.341775
219400,80,5.5375,5.0,156,0,146,795,0.310981
219500,52,5.4615,5.0,137,0,165,860,0.368650
219600,72,5.5000,5.5,171,0,151,867,0.369193
219700,70,5.5429,5.0,160,1,161,849,0.359653
219800,72,5.5694,6.0,148,1,145,840,0.350074
219900,66,5.5758,6.0,161,0,167,876,0.380322
220000,84,5.3333,5.0,178,0,160,781,0.328106
220100,77,5.1688,5.0,138,0,145,807,0.317969
220200,71,5.7465,6.0,134,0,140,869,0.330640
220300,65,5.6769,6.0,150,0,156,864,0.332373
220400,76,5.4342,5.0,177,0,166,819,0.303787
220500,81,5.5309,5.0,153,0,148,836,0.270352
220600,60,5.5500,6.0,136,0,157,900,0.306531
220700,71,5.5070,5.0,171,0,160,867,0.343873
220800,70,5.5857,5.0,174,0,175,911,0.322104
220900,56,5.4286,5.0,171,0,185,922,0.352744
221000,53,5.3774,5.0,186,0,189,914,0.343956
221100,54,5.5185,5.5,199,0,198,939,0.374358
221200,47,5.3830,5.0,197,0,204,925,0.366626
221300,53,5.3208,5.0,185,0,179,914,0.388844
221400,56,5.5357,5.0,189,0,186,920,0.385422
221500,57,5.6140,5.0,193,0,192,897,0.378135
221600,51,5.8235,6.0,178,0,184,903,0.438704
221700,48,6.1875,6.0,179,0,182,911,0.359555
221800,57,6.0351,6.0,185,0,176,900,0.371972
221900,51,5.8431,6.0,189,0,195,893,0.416467
222000,57,5.9825,6.0,186,0,180,897,0.417191
222100,57,5.7193,6.0,187,0,187,884,0.444366
222200,51,5.4510,5.0,183,0,189,890,0.425027
222300,50,5.9200,6.0,189,0,190,894,0.424189
222400,52,5.6154,5.5,188,0,186,907,0.339796
222500,49,5.3878,5.0,195,0,198,918,0.367868
222600,63,5.6825,6.0,211,0,197,906,0.376523
222700,41,5.6829,6.0,182,0,204,922,0.381789
222800,42,5.6429,6.0,202,0,201,924,0.430825
222900,52,5.5769,5.0,213,0,203,920,0.474362
223000,48,5.5208,6.0,180,0,184,912,0.421747
223100,62,5.6290,6.0,187,0,173,859,0.431175
223200,74,5.4865,5.0,182,0,170,861,0.431055
223300,71,5.4085,5.0,159,0,162,847,0.364535
223400,58,5.0862,5.0,164,0,177,871,0.352042
223500,68,5.6324,6.0,173,0,163,881,0.365024
223600,62,5.4839,5.0,186,0,192,855,0.413569
223700,58,5.0517,5.0,177,0,181,869,0.372339
223800,70,5.6143,6.0,179,0,167,878,0.351371
223900,62,5.5161,6.0,184,0,192,854,0.349152
224000,70,5.1429,5.0,181,0,173,826,0.358377
224100,64,5.5312,5.0,173,0,179,858,0.380434
224200,59,5.1525,5.0,183,0,188,872,0.360357
224300,53,5.1887,5.0,200,0,206,849,0.355381
224400,50,5.5600,6.0,184,0,187,924,0.371868
224500,54,5.6111,5.0,196,0,192,902,0.371656
224600,37,5.5676,6.0,188,0,205,932,0.404847
224700,47,5.5532,5.0,204,0,194,954,0.411272
224800,62,5.4677,5.0,191,0,176,910,0.468114
224900,61,5.3607,5.0,195,0,196,861,0.391933
225000,48,5.6250,5.0,178,0,191,883,0.378364
225100,56,5.5893,6.0,186,0,178,876,0.393814
225200,59,5.4576,5.0,180,0,177,863,0.383126
225300,61,5.6066,5.0,180,0,178,846,0.379397
225400,63,5.5714,5.0,166,0,164,866,0.366237
225500,56,5.3393,5.0,164,0,171,872,0.455029
225600,69,5.5942,5.0,183,0,170,851,0.455801
225700,70,5.3714,5.0,169,0,168,830,0.388625
225800,65,5.0462,5.0,162,0,167,854,0.344625
225900,52,5.5577,5.0,158,0,171,924,0.363698
226000,49,5.7347,5.0,172,0,175,934,0.382964
226100,48,5.6458,5.0,174,0,175,927,0.414636
226200,48,5.5417,5.0,188,0,188,952,0.468714
226300,49,5.6939,5.0,178,0,177,924,0.362199
226400,81,5.3951,5.0,201,0,169,826,0.370716
226500,55,5.7273,6.0,154,0,180,903,0.360730
226600,64,5.5781,5.0,183,0,174,873,0.355671
226700,66,5.3939,5.0,172,0,170,861,0.312849
226800,60,5.6500,6.0,178,0,184,876,0.353017
226900,66,5.5758,5.0,166,0,160,856,0.320403
227000,69,5.4783,5.0,173,0,170,798,0.306600
227100,64,5.5000,5.0,157,0,162,891,0.341119
227200,50,5.3800,5.0,168,0,182,937,0.367893
227300,66,5.3333,5.0,188,0,172,882,0.319228
227400,61,5.3279,5.0,179,0,184,894,0.295277
227500,66,5.6667,5.5,163,0,158,882,0.305972
227600,69,5.3623,5.0,169,0,166,870,0.315774
227700,64,5.4844,5.0,165,0,170,903,0.311262
227800,73,5.3973,5.0,181,0,172,840,0.334152
227900,69,5.3913,5.0,165,0,169,848,0.374471
228000,59,5.5254,5.0,171,0,181,887,0.386291
228100,71,5.4507,5.0,192,0,180,826,0.380346
228200,69,5.1159,5.0,160,0,162,815,0.371715
228300,62,5.5968,5.0,164,0,171,844,0.384957
228400,63,5.7143,6.0,176,0,175,859,0.384021
228500,57,5.5614,5.0,176,0,182,853,0.412078
228600,63,5.4762,5.0,178,0,172,843,0.405466
228700,59,5.4068,5.0,161,0,165,837,0.408333
228800,58,5.3621,5.0,174,0,175,838,0.396170
228900,64,5.4375,5.0,180,0,174,858,0.428430
229000,55,5.7273,6.0,159,0,168,873,0.410088
229100,58,5.5172,5.0,183,0,180,846,0.463152
229200,61,5.4426,5.0,172,0,169,911,0.535170
229300,62,5.4677,5.0,177,0,176,886,0.482006
229400,52,5.2500,5.0,175,0,185,905,0.566892
229500,67,5.4179,5.0,182,0,167,910,0.450555
229600,45,5.4444,5.0,178,0,200,943,0.566362
229700,46,5.3913,5.0,193,0,192,933,0.502655
229800,56,5.4107,5.0,191,0,181,945,0.486741
229900,58,5.4310,5.0,194,0,192,896,0.434791
230000,53,5.3208,5.0,176,0,181,869,0.416890
230100,55,5.6182,6.0,169,0,167,877,0.429835
230200,52,5.3462,5.0,173,0,176,935,0.475281
230300,46,5.2391,5.0,173,0,179,929,0.498667
230400,57,5.2982,5.0,198,0,187,934,0.447306
230500,51,5.5490,5.0,183,0,189,929,0.470385
230600,57,5.3860,5.0,189,0,183,893,0.481791
230700,66,5.6667,6.0,181,0,172,869,0.377818
230800,63,5.3968,5.0,164,0,167,866,0.327867
230900,48,5.5208,5.0,153,0,168,929,0.378907
231000,56,5.3750,5.0,202,0,194,916,0.441825
231100,46,5.5217,5.0,190,0,200,919,0.467654
231200,54,5.3148,5.0,200,0,192,898,0.434327
231300,57,5.5263,5.0,192,0,189,921,0.451812
231400,55,5.5818,6.0,201,0,203,915,0.451291
231500,44,5.5455,5.5,192,0,203,908,0.421418
231600,59,5.6441,5.0,202,0,187,907,0.389632
231700,56,5.3929,5.0,186,0,189,927,0.383299
231800,52,5.5000,5.5,192,0,196,888,0.447444
231900,50,5.6800,5.0,181,0,183,923,0.440650
232000,56,5.6071,5.0,202,0,196,895,0.478317
232100,56,5.5893,5.0,202,0,202,902,0.444407
232200,57,5.7544,6.0,200,0,199,888,0.457865
232300,37,5.5676,5.0,173,0,193,953,0.459403
232400,35,5.5714,5.0,184,0,186,957,0.578184
232500,32,5.4062,5.0,216,0,219,971,0.662439
232600,32,5.4062,5.0,155,0,155,971,0.676038
232700,36,5.8611,6.0,194,0,190,955,0.682243
232800,43,5.8372,6.0,215,0,208,937,0.635179
232900,56,5.6250,5.0,210,0,197,863,0.500584
233000,35,5.5143,5.0,175,0,196,932,0.614671
233100,36,5.9167,6.0,201,0,200,929,0.596514
233200,46,5.9130,6.0,203,0,193,912,0.488058
233300,39,5.4359,6.0,200,0,207,927,0.490955
233400,50,6.0000,6.0,208,0,197,925,0.454101
233500,33,6.0303,6.0,199,1,215,959,0.537411
233600,38,5.8684,6.0,208,0,203,919,0.461889
233700,39,6.2564,6.0,201,0,200,922,0.523559
233800,40,5.9750,6.0,205,0,204,931,0.507276
233900,37,5.5135,5.0,203,0,206,907,0.479872
234000,43,5.7209,6.0,205,0,199,893,0.409062
234100,53,5.6226,5.0,204,0,194,857,0.419931
234200,57,5.4561,5.0,185,0,181,827,0.380417
234300,46,5.6739,5.5,181,1,191,935,0.427920
234400,25,6.0000,6.0,205,0,226,975,0.663636
234500,29,5.7586,6.0,216,0,212,962,0.737828
234600,37,6.1081,6.0,214,0,206,947,0.636805
234700,32,5.7188,6.0,211,0,216,961,0.700809
234800,34,5.7059,6.0,207,0,205,948,0.694826
234900,41,5.7073,6.0,209,0,202,948,0.539269
235000,40,5.7000,6.0,204,0,205,945,0.545788
235100,39,6.0000,6.0,199,0,200,934,0.493792
