tick,population,mean_h,median_h,births_interval,deaths_starvation_interval,deaths_collision_interval,food_count,kl_divergence
235200,56,5.8214,6.0,220,0,203,891,0.412345
235300,40,5.6500,6.0,186,0,202,946,0.444749
235400,35,5.6857,6.0,200,0,205,945,0.440686
235500,50,5.7400,6.0,222,1,206,926,0.466417
235600,38,5.8158,6.0,208,0,220,930,0.499170
235700,30,5.9667,6.0,201,0,209,954,0.490881
235800,47,5.8085,6.0,216,0,199,940,0.509074
235900,34,5.8235,6.0,194,0,207,962,0.552275
236000,46,5.8261,6.0,197,0,185,917,0.456093
236100,56,5.9643,6.0,196,0,186,895,0.453515
236200,48,5.9375,6.0,179,0,187,924,0.519065
236300,63,5.7143,6.0,206,0,191,855,0.413888
236400,57,5.8246,6.0,174,0,180,910,0.440705
236500,58,5.9138,6.0,177,0,176,895,0.412856
236600,46,5.5652,6.0,190,0,202,888,0.415244
236700,66,5.7879,6.0,198,0,178,900,0.435534
236800,65,5.8154,6.0,190,0,191,875,0.367554
236900,75,5.3200,5.0,196,0,186,809,0.358395
237000,58,5.7759,6.0,166,0,183,846,0.371724
237100,64,5.7500,6.0,170,0,164,836,0.325084
237200,56,5.6786,6.0,159,0,167,861,0.383054
237300,73,5.8904,6.0,181,0,164,840,0.378885
237400,58,5.6034,6.0,157,0,172,839,0.392966
237500,63,5.3333,5.0,173,0,168,821,0.376752
237600,75,5.7067,6.0,174,1,161,811,0.333620
237700,62,5.6129,6.0,156,0,169,869,0.396414
237800,61,5.4098,5.0,181,0,182,859,0.387823
237900,66,5.6515,6.0,174,0,169,837,0.340232
238000,59,5.6271,6.0,163,0,170,879,0.401415
238100,55,5.5455,6.0,173,1,176,877,0.393341
238200,59,5.6441,6.0,188,0,184,911,0.422786
238300,38,5.7632,6.0,174,0,195,937,0.451071
238400,52,5.6923,6.0,204,0,190,910,0.446954
238500,63,5.9048,6.0,202,0,191,888,0.406741
238600,69,5.5507,6.0,190,0,184,871,0.380832
238700,62,5.5968,6.0,166,0,173,858,0.451553
238800,73,5.6164,6.0,166,0,155,881,0.386420
238900,59,5.7119,6.0,156,0,170,871,0.371744
239000,65,5.4923,5.0,163,0,157,880,0.350212
239100,64,5.5000,6.0,194,0,195,839,0.378434
239200,57,5.6491,6.0,148,0,155,904,0.360450
239300,70,5.4286,5.0,183,0,170,840,0.367257
239400,69,5.4493,5.0,166,0,167,856,0.315859
239500,65,5.5231,5.0,165,0,169,887,0.384065
239600,51,5.4902,5.0,187,0,201,886,0.440390
239700,61,5.6230,5.0,198,0,188,860,0.487509
239800,42,5.5000,5.0,174,0,193,904,0.427593
239900,47,5.2553,5.0,198,0,193,873,0.465702
240000,67,5.5970,5.0,202,0,182,841,0.425807
240100,48,5.5208,6.0,170,0,189,843,0.377039
240200,67,5.3284,5.0,186,0,167,807,0.338694
240300,54,5.4074,5.0,175,0,188,808,0.356841
240400,66,5.5455,5.0,167,0,155,810,0.337849
240500,69,5.2464,5.0,177,0,174,837,0.439997
240600,65,5.4154,5.0,197,0,201,777,0.357556
240700,60,5.4500,5.0,171,0,176,823,0.436339
240800,67,5.3582,5.0,171,0,164,799,0.399138
240900,66,5.2879,5.0,184,0,185,814,0.430831
241000,67,5.4776,5.0,171,0,170,833,0.416731
241100,68,5.2353,5.0,175,0,174,809,0.423808
241200,49,5.4694,5.0,178,0,197,841,0.354971
241300,65,5.3846,5.0,171,0,155,854,0.376293
241400,71,5.1268,5.0,163,0,157,812,0.369011
241500,73,5.3836,5.0,160,0,158,831,0.377251
241600,68,5.4412,5.0,161,0,166,839,0.379600
241700,64,5.2500,5.0,176,0,180,840,0.365989
241800,57,5.4737,5.0,178,0,185,873,0.327849
241900,52,5.5000,5.0,184,0,189,918,0.391649
242000,49,5.5510,5.0,193,0,196,909,0.479489
242100,47,5.6383,6.0,191,0,193,950,0.482273
242200,55,5.7455,6.0,178,0,170,918,0.397451
242300,65,5.5231,5.0,178,0,168,870,0.437261
242400,56,5.8214,6.0,169,0,178,913,0.389119
242500,53,5.7358,6.0,168,0,171,905,0.410530
242600,54,5.7222,6.0,165,0,164,917,0.378228
242700,57,5.7018,6.0,174,0,171,939,0.402653
242800,60,5.6833,6.0,172,0,169,928,0.392722
242900,62,5.4839,5.0,177,0,175,879,0.345042
243000,62,5.6613,6.0,151,0,151,939,0.347805
243100,64,5.7500,6.0,163,0,161,913,0.384188
243200,70,5.5714,6.0,155,0,149,838,0.327836
243300,69,5.7246,6.0,145,0,146,901,0.381312
243400,87,5.4368,5.0,178,0,160,780,0.350177
243500,73,5.5616,5.0,132,0,146,801,0.347522
243600,69,5.6667,6.0,143,0,147,880,0.383422
243700,83,5.4578,5.0,149,0,135,819,0.335615
243800,77,5.0519,5.0,135,0,141,794,0.332602
243900,81,5.4568,5.0,159,1,154,812,0.291714
244000,87,5.6092,6.0,151,0,145,781,0.308867
244100,75,5.5067,5.0,130,0,142,816,0.393272
244200,86,5.4070,5.0,159,0,148,768,0.348253
244300,77,5.4675,5.0,124,0,133,790,0.351409
244400,86,5.3605,5.0,147,0,138,789,0.353801
244500,87,5.4828,5.0,140,0,139,799,0.333479
244600,78,5.0128,5.0,144,1,152,735,0.342381
244700,74,5.0811,5.0,123,0,127,766,0.354141
244800,88,5.2045,5.0,143,0,129,818,0.339427
244900,77,5.2857,5.0,132,0,143,810,0.396711
245000,66,5.0152,5.0,154,0,165,811,0.407646
245100,82,5.5122,5.0,175,0,159,751,0.341281
245200,93,5.3226,5.0,119,0,108,757,0.321831
245300,95,4.8000,5.0,138,0,136,728,0.314677
245400,80,5.0625,5.0,127,0,142,727,0.313925
245500,77,5.3506,6.0,120,0,123,753,0.301778
245600,83,4.9277,5.0,141,1,134,763,0.311410
245700,80,5.4000,5.0,149,0,152,783,0.311719
245800,79,5.1392,5.0,135,0,136,762,0.299415
245900,80,5.1250,5.0,141,1,139,743,0.297370
246000,74,5.2703,5.0,140,0,146,828,0.318670
246100,77,5.2727,5.0,157,0,154,804,0.306613
246200,67,5.0448,5.0,142,0,152,814,0.332920
246300,59,5.5763,6.0,151,0,159,865,0.362259
246400,83,5.2169,5.0,182,0,158,773,0.300114
246500,81,4.9136,5.0,147,0,149,790,0.316565
246600,77,5.4156,5.0,149,0,153,789,0.313046
246700,68,5.3235,5.0,155,0,164,812,0.345795
246800,73,5.1918,5.0,156,0,151,811,0.395841
246900,81,5.6049,6.0,159,0,151,793,0.332739
247000,77,5.5065,6.0,142,0,146,788,0.335774
247100,67,5.3582,5.0,150,0,160,830,0.348079
247200,51,5.6471,6.0,160,0,176,906,0.449124
247300,68,5.8235,6.0,175,1,157,842,0.396863
247400,55,5.3818,5.0,167,0,180,859,0.390820
247500,57,5.7719,6.0,187,0,185,872,0.430507
247600,69,5.4058,5.0,183,0,171,814,0.416534
247700,70,5.3571,5.0,167,0,166,798,0.389671
247800,60,5.6833,6.0,172,0,182,809,0.387400
247900,51,5.8235,6.0,159,0,168,863,0.377277
248000,59,5.5085,5.0,192,0,184,834,0.454492
248100,56,6.0357,6.0,174,0,177,854,0.401163
248200,51,5.7843,6.0,170,0,175,881,0.421347
248300,54,5.3148,5.0,190,0,187,863,0.448808
248400,60,5.7000,6.0,191,0,185,845,0.429108
248500,65,5.6615,6.0,178,0,173,830,0.408937
248600,65,5.5077,6.0,170,0,170,804,0.423050
248700,54,5.5556,5.0,163,0,174,881,0.461688
248800,64,5.6875,6.0,191,0,181,834,0.349722
248900,51,5.8039,6.0,167,0,180,850,0.419930
249000,76,5.6842,5.0,209,0,184,829,0.412661
249100,56,5.6071,6.0,158,0,178,870,0.389135
249200,55,5.2545,5.0,191,0,192,862,0.419672
249300,67,5.7463,6.0,197,0,185,854,0.388179
249400,62,5.6452,6.0,182,0,187,837,0.460244
249500,68,5.3971,5.0,170,0,164,819,0.468891
249600,63,5.8730,6.0,164,0,169,830,0.425800
249700,74,5.6351,6.0,163,0,152,809,0.432918
249800,74,5.3514,5.0,156,0,156,794,0.404489
249900,83,5.5663,5.0,153,0,144,809,0.356601
250000,72,5.5556,5.0,152,0,163,803,0.393700
250100,61,5.5410,5.0,141,0,152,815,0.383226
250200,55,5.8000,6.0,160,0,166,893,0.362991
250300,58,5.5172,5.0,173,0,170,857,0.403717
250400,72,5.2917,5.0,171,0,157,844,0.394551
250500,60,5.8167,6.0,170,0,182,855,0.358732
250600,70,5.6714,5.0,173,0,163,851,0.380776
250700,73,5.3699,5.0,163,0,160,800,0.323535
250800,75,5.6533,6.0,155,0,153,808,0.295006
250900,67,5.4328,5.0,142,0,150,858,0.368076
251000,78,5.2564,5.0,180,0,169,727,0.340545
251100,71,5.7324,6.0,137,0,144,815,0.314392
251200,66,5.5455,6.0,153,0,158,784,0.311089
251300,69,5.3478,5.0,153,2,148,801,0.329568
251400,81,5.5802,5.0,164,1,151,788,0.313181
251500,82,5.3415,5.0,164,0,163,761,0.294153
251600,52,5.4808,5.0,131,0,161,870,0.375046
251700,45,5.7556,6.0,188,0,195,936,0.435641
251800,46,5.5870,5.5,212,0,211,901,0.461330
251900,49,5.7959,6.0,195,0,192,872,0.384842
252000,51,5.8824,6.0,185,0,183,889,0.376404
252100,52,5.8462,6.0,185,0,184,885,0.402849
252200,49,5.7551,6.0,187,0,190,851,0.442788
252300,66,5.7424,6.0,188,0,171,851,0.457365
252400,48,5.7292,6.0,159,0,177,909,0.558532
252500,56,5.5893,5.0,183,0,175,886,0.441763
252600,62,5.7258,5.0,199,0,193,867,0.382956
252700,46,5.6957,5.5,172,0,188,896,0.458245
252800,35,5.4857,5.0,184,0,195,943,0.533251
252900,49,5.6939,6.0,204,0,190,921,0.464387
253000,46,5.5652,5.0,191,0,194,914,0.386220
253100,31,5.5484,5.0,182,0,197,965,0.498506
253200,45,5.8000,6.0,221,0,207,942,0.467846
253300,44,5.5455,5.0,200,0,201,952,0.469153
253400,46,5.3696,5.0,200,0,198,913,0.453075
253500,60,5.6333,6.0,196,0,182,911,0.417246
253600,49,5.6531,6.0,177,0,188,939,0.396887
253700,51,5.5294,6.0,200,0,198,923,0.390580
253800,55,5.6364,6.0,188,0,184,939,0.353619
253900,59,5.5593,6.0,193,0,189,902,0.368074
254000,46,5.5000,6.0,177,0,190,914,0.413267
254100,51,5.7451,6.0,183,0,178,929,0.389506
254200,51,5.7647,6.0,179,0,179,921,0.416332
254300,41,5.7317,6.0,174,0,184,943,0.393020
254400,54,5.8519,6.0,192,0,179,937,0.414817
254500,54,5.7593,6.0,187,0,187,926,0.366262
254600,56,5.6250,6.0,184,0,182,917,0.382138
254700,59,5.5932,6.0,192,0,189,918,0.364229
254800,50,5.5000,5.5,176,0,185,939,0.475664
254900,55,5.4727,5.0,195,0,190,899,0.376271
255000,52,5.6731,6.0,181,0,184,921,0.387955
255100,61,5.4590,5.0,183,0,174,909,0.392786
255200,51,5.3922,5.0,182,0,192,907,0.359144
255300,57,5.6140,6.0,185,0,179,921,0.414560
255400,67,5.4179,5.0,180,0,170,865,0.388654
255500,58,5.5345,5.0,154,0,163,877,0.359035
255600,64,5.6406,6.0,169,0,163,883,0.398778
255700,58,5.7586,6.0,164,0,170,869,0.389912
255800,51,5.5882,6.0,167,0,174,891,0.341451
255900,64,5.7188,6.0,187,0,174,900,0.363033
256000,51,5.7451,6.0,165,1,177,919,0.342294
256100,38,5.4474,5.0,190,1,202,933,0.428069
256200,62,5.7097,5.0,199,0,175,903,0.439766
256300,66,5.6061,5.0,179,0,175,862,0.375378
256400,50,5.4600,5.0,170,0,186,869,0.336798
256500,63,5.6667,6.0,196,0,183,878,0.320407
256600,68,5.3676,5.0,183,0,178,863,0.332023
256700,60,5.5167,6.0,176,0,184,861,0.342236
256800,61,5.6230,6.0,184,0,183,823,0.334299
256900,66,5.6364,6.0,167,0,162,838,0.322350
257000,73,5.3014,5.0,184,1,176,820,0.338382
257100,55,5.6182,5.0,169,0,187,885,0.357791
257200,57,5.3860,5.0,188,1,185,893,0.380522
257300,46,5.5000,5.0,182,0,193,905,0.415820
257400,49,5.6939,6.0,197,0,194,897,0.394160
257500,57,5.7719,6.0,193,0,185,884,0.415314
257600,62,5.5645,6.0,192,0,187,850,0.393816
257700,52,6.0000,6.0,182,0,192,890,0.406825
257800,64,5.3438,5.0,205,0,193,790,0.372259
257900,64,5.3906,5.0,178,0,178,793,0.379377
258000,57,5.5088,5.0,174,0,181,881,0.361335
258100,56,5.1964,5.0,187,1,187,883,0.459572
258200,57,5.2982,5.0,191,0,190,870,0.401106
258300,61,5.5574,6.0,185,0,181,877,0.403994
258400,66,5.3333,5.0,180,0,175,857,0.340579
258500,60,5.0833,5.0,153,0,159,892,0.357077
258600,72,5.5556,5.0,181,0,169,841,0.333529
258700,73,5.3288,5.0,160,0,159,857,0.354038
258800,53,5.4528,5.0,156,0,176,899,0.362124
258900,75,5.5333,5.0,192,0,170,864,0.337439
259000,67,5.5970,5.0,159,0,167,894,0.402478
259100,59,5.3390,5.0,175,0,183,887,0.390816
259200,56,5.6607,6.0,174,0,177,914,0.374067
259300,70,5.3286,5.0,197,0,183,818,0.315085
259400,62,5.1452,5.0,171,0,179,824,0.340820
259500,70,5.4000,5.0,192,0,184,837,0.347150
259600,58,5.3621,5.0,170,0,182,851,0.342806
259700,64,5.2188,5.0,188,0,182,843,0.291965
259800,78,5.4487,5.0,170,0,156,835,0.359539
259900,71,5.0563,5.0,162,0,169,767,0.347057
260000,62,5.0645,5.0,137,0,146,824,0.373516
260100,72,5.5417,5.0,173,1,162,826,0.316686
260200,58,5.4655,5.5,154,0,168,896,0.354698
260300,51,5.2353,5.0,190,0,197,875,0.409814
260400,65,5.1231,5.0,198,0,184,854,0.324973
260500,56,5.2500,5.0,158,0,167,874,0.352944
260600,54,5.2963,5.0,182,0,184,871,0.425193
260700,55,5.4182,6.0,189,0,188,892,0.396573
260800,52,5.3846,5.0,181,0,184,922,0.401407
260900,55,5.2727,5.0,204,0,201,856,0.405353
261000,62,5.6290,6.0,183,0,176,877,0.402940
261100,64,5.3438,5.0,169,0,167,853,0.401006
261200,63,5.5714,6.0,162,0,163,851,0.375515
261300,65,5.5538,5.0,173,0,171,878,0.328695
261400,61,5.6066,5.0,166,0,170,884,0.327675
261500,55,5.4545,5.0,180,0,186,873,0.393817
261600,64,5.4844,5.0,183,0,174,900,0.338520
261700,58,5.5517,5.0,179,0,185,903,0.399220
261800,51,5.7647,6.0,176,0,183,887,0.373971
261900,61,5.6721,6.0,190,0,180,896,0.390185
262000,57,5.4912,5.0,188,0,192,895,0.439793
262100,62,5.5806,6.0,175,0,170,870,0.381302
262200,67,5.5821,6.0,185,0,180,873,0.388746
262300,59,5.6271,6.0,166,0,174,891,0.402955
262400,50,5.6200,6.0,179,0,188,879,0.359475
262500,58,5.7586,6.0,187,0,179,894,0.334772
262600,61,5.6885,5.0,184,0,181,884,0.367032
262700,59,5.4068,5.0,182,0,184,893,0.405154
262800,58,5.5517,5.0,176,0,177,906,0.403050
262900,62,5.6452,5.0,182,0,178,883,0.424699
263000,43,5.6977,6.0,176,0,195,915,0.405853
263100,61,5.8525,6.0,205,0,187,877,0.412243
263200,54,5.7222,6.0,171,0,178,901,0.447562
263300,57,5.4386,6.0,196,0,193,850,0.371724
263400,66,5.9545,6.0,175,0,166,848,0.336651
263500,65,5.5846,6.0,164,0,165,819,0.343132
263600,54,5.9444,6.0,151,1,161,872,0.327433
263700,58,5.9828,6.0,181,0,177,887,0.338708
263800,68,5.6324,6.0,188,0,178,843,0.358838
263900,59,5.5763,6.0,166,0,175,870,0.368501
264000,59,5.9492,6.0,186,0,186,903,0.376616
264100,69,5.9275,6.0,183,0,173,866,0.352574
264200,63,5.6032,6.0,178,0,184,830,0.387314
264300,61,5.8197,6.0,166,0,168,862,0.377506
264400,78,5.7179,6.0,177,1,159,791,0.313706
264500,72,5.4444,6.0,148,0,154,801,0.327422
264600,55,5.8182,6.0,147,0,164,867,0.331268
264700,51,5.8235,6.0,177,0,181,838,0.431718
264800,77,5.3896,5.0,174,0,148,812,0.387614
264900,67,5.7164,6.0,162,0,172,842,0.423038
265000,75,5.4933,6.0,176,0,168,792,0.372951
265100,61,5.4918,6.0,160,0,174,803,0.399337
265200,64,5.7656,6.0,172,0,169,803,0.325307
265300,77,5.8052,6.0,163,0,150,803,0.330751
265400,64,5.3594,6.0,165,0,178,807,0.309106
265500,82,5.6463,6.0,193,0,175,725,0.310648
265600,62,5.5323,6.0,148,0,168,784,0.311916
265700,80,5.3000,5.0,180,0,162,746,0.321567
265800,70,5.6857,6.0,160,0,170,762,0.342252
265900,70,5.4714,5.0,145,0,145,760,0.306167
266000,67,5.2090,5.0,163,1,165,771,0.312911
266100,72,5.1944,5.0,171,0,166,764,0.367464
266200,68,5.0147,5.0,159,0,163,790,0.326330
266300,75,4.9733,5.0,164,0,157,749,0.315730
266400,68,5.3235,5.0,161,0,168,811,0.326333
266500,66,5.3788,5.0,171,1,172,804,0.423269
266600,78,5.0897,5.0,181,0,169,791,0.424033
266700,63,5.2540,5.0,170,1,184,825,0.428509
266800,59,5.3051,5.0,175,2,177,859,0.416364
266900,48,5.1458,5.0,176,0,187,883,0.528807
267000,56,5.8214,6.0,207,0,199,888,0.465250
267100,43,5.6744,6.0,193,0,206,901,0.577953
267200,44,5.4773,5.0,202,0,201,917,0.601500
267300,39,5.9487,6.0,206,0,211,944,0.547192
267400,34,5.7353,6.0,214,0,219,946,0.550217
267500,27,5.8519,6.0,205,0,212,966,0.627110
267600,31,5.6774,6.0,206,0,202,966,0.587448
267700,28,5.7500,6.0,175,0,178,973,0.685692
267800,28,5.4643,5.0,196,0,196,966,0.726052
267900,28,5.7143,6.0,188,0,188,973,0.697775
268000,20,5.8000,6.0,186,0,194,981,0.742813
268100,21,6.0000,6.0,45,0,44,980,0.877412
268200,19,6.2105,6.0,57,0,59,981,0.783233
268300,27,5.6667,6.0,86,0,78,974,0.714274
268400,26,5.7692,6.0,112,0,113,976,0.722852
268500,39,5.9487,6.0,193,0,180,948,0.624095
268600,37,5.7568,6.0,208,0,210,940,0.639982
268700,43,5.8605,6.0,195,0,189,916,0.565728
268800,68,5.6029,5.0,210,0,185,859,0.494380
268900,51,5.8039,6.0,176,0,193,883,0.516025
269000,55,5.6545,6.0,197,0,193,853,0.479834
269100,55,5.7455,6.0,179,0,179,904,0.484965
269200,55,5.5818,6.0,189,0,189,894,0.412897
269300,60,5.5333,6.0,184,0,179,829,0.396799
269400,60,5.6500,6.0,176,0,176,843,0.414505
269500,42,5.6429,6.0,159,0,177,906,0.438771
269600,44,5.6591,6.0,179,0,177,898,0.451456
269700,47,5.9574,6.0,189,0,186,932,0.543143
269800,47,5.8298,6.0,197,0,197,948,0.553538
269900,43,5.6977,5.0,208,0,212,903,0.453009
270000,44,5.9773,6.0,188,0,187,942,0.449352
270100,49,6.0816,6.0,215,0,210,876,0.417751
270200,48,5.6250,5.0,195,0,196,916,0.500157
270300,51,6.3529,7.0,196,0,193,947,0.480874
270400,46,6.0217,6.0,201,0,206,935,0.410652
270500,25,6.4000,7.0,195,0,216,967,0.601230
270600,37,5.7838,6.0,156,0,144,965,0.579600
270700,36,5.8611,6.0,204,0,205,958,0.527738
270800,33,5.8485,6.0,205,0,208,949,0.484920
270900,51,5.7647,6.0,209,0,191,921,0.474769
271000,50,5.6400,6.0,200,0,201,896,0.405363
271100,54,5.2778,5.0,202,0,198,876,0.418822
271200,57,5.7544,6.0,184,0,181,909,0.427725
271300,51,5.6667,6.0,195,0,201,880,0.366013
271400,52,5.7692,6.0,178,0,177,896,0.376359
271500,54,5.6481,6.0,189,0,187,896,0.384830
271600,45,5.6444,6.0,172,0,181,951,0.404771
271700,47,6.0426,6.0,168,0,166,936,0.425956
271800,42,6.0000,6.0,149,0,154,960,0.465536
271900,59,5.8644,6.0,182,0,165,924,0.394547
272000,43,5.7209,6.0,170,0,186,940,0.463413
272100,48,6.2292,6.0,170,0,165,955,0.465662
272200,54,6.2037,6.0,162,0,156,924,0.420636
272300,57,5.9123,6.0,174,0,171,913,0.384257
272400,55,6.0182,6.0,129,0,131,947,0.404041
272500,58,5.9483,6.0,166,0,163,926,0.409022
272600,53,6.0377,6.0,170,0,175,915,0.435005
272700,62,5.9194,6.0,194,0,185,912,0.428030
272800,53,5.9811,6.0,168,0,177,945,0.574271
272900,68,5.9118,6.0,193,0,178,855,0.377159
273000,64,6.0312,6.0,170,0,174,892,0.385708
273100,52,5.7692,6.0,171,0,183,846,0.388065
273200,59,5.7966,6.0,167,0,160,865,0.358131
273300,66,5.7424,6.0,180,0,173,836,0.387508
273400,67,5.7015,6.0,172,0,171,817,0.346130
273500,72,5.3194,6.0,185,0,180,753,0.313459
273600,72,5.5694,6.0,158,0,158,752,0.290745
273700,73,5.6986,6.0,140,0,139,821,0.309640
273800,68,5.4559,6.0,177,0,182,788,0.337784
273900,52,5.9808,6.0,146,0,162,906,0.375317
274000,75,5.8533,6.0,190,0,167,798,0.335138
274100,74,5.5811,6.0,152,0,153,801,0.384191
274200,86,6.0349,6.0,166,0,154,772,0.350942
274300,63,5.7302,6.0,167,0,190,765,0.363576
274400,66,5.4242,6.0,168,0,165,770,0.317940
274500,70,5.7143,6.0,167,0,163,788,0.372833
274600,65,5.7385,6.0,163,0,168,851,0.386801
274700,73,5.3562,6.0,197,0,189,770,0.373470
274800,70,5.7857,6.0,165,0,168,828,0.369484
274900,62,5.5161,5.0,181,0,189,828,0.376909
275000,59,5.3051,5.0,179,0,182,845,0.384283
275100,83,5.7229,6.0,194,0,170,779,0.354943
275200,78,5.5769,6.0,165,0,170,762,0.310433
275300,61,4.9672,5.0,185,0,202,729,0.340317
275400,79,5.5443,6.0,160,0,142,816,0.344938
275500,65,5.2154,5.0,172,0,186,796,0.328847
275600,63,5.6349,6.0,168,1,169,854,0.399631
275700,65,5.7231,6.0,174,0,172,852,0.362629
275800,56,5.6964,6.0,160,0,169,873,0.364352
275900,52,5.9038,6.0,168,0,172,890,0.345300
276000,48,5.9375,6.0,184,0,188,930,0.440598
276100,56,5.8214,6.0,200,0,192,842,0.364901
276200,51,5.8627,6.0,167,0,172,891,0.418989
276300,51,5.9020,6.0,193,0,193,919,0.490239
276400,43,6.0000,6.0,193,0,201,919,0.473360
276500,60,5.3833,5.0,209,0,192,829,0.444726
276600,57,5.8947,6.0,171,0,174,885,0.451142
276700,39,5.7179,6.0,178,0,196,916,0.559820
276800,47,6.0426,6.0,182,0,174,910,0.440264
276900,50,6.1000,6.0,186,0,183,924,0.416526
277000,48,6.0833,6.0,181,0,183,926,0.454169
277100,45,5.8444,6.0,187,0,190,910,0.498368
277200,62,6.0968,6.0,199,0,182,894,0.399066
277300,58,5.7414,6.0,185,0,189,871,0.381637
277400,56,5.8214,6.0,175,0,177,867,0.424536
277500,63,6.1905,6.0,184,0,177,878,0.401901
277600,63,6.0476,6.0,186,0,186,869,0.436291
277700,47,6.0000,6.0,165,0,181,884,0.379248
277800,59,6.1356,7.0,185,0,173,895,0.348224
277900,59,5.8305,6.0,178,0,178,855,0.360648
278000,63,5.9206,6.0,169,0,165,841,0.332089
278100,62,5.8387,6.0,173,0,174,867,0.350162
278200,58,5.9655,6.0,171,0,175,887,0.368024
278300,51,5.8627,6.0,171,0,178,865,0.385235
278400,58,5.8621,6.0,196,0,189,844,0.339135
278500,62,5.8387,6.0,176,0,172,877,0.397955
278600,51,5.8431,6.0,179,0,190,862,0.427223
278700,57,6.1228,7.0,183,0,177,882,0.442140
278800,53,5.7547,6.0,180,0,184,899,0.451481
278900,47,5.9149,6.0,193,0,199,888,0.439686
279000,35,6.1143,6.0,204,0,216,957,0.515980
279100,27,6.1481,7.0,211,0,219,976,0.573386
279200,25,6.1600,6.0,155,0,157,975,0.636240
279300,32,6.1250,6.0,211,0,204,960,0.585622
279400,41,6.2683,6.0,204,0,195,939,0.608099
279500,42,5.8810,6.0,202,0,201,913,0.544296
279600,46,5.8696,6.0,199,0,195,943,0.512630
279700,45,6.0444,6.0,208,0,209,903,0.508818
279800,47,6.0638,6.0,201,0,199,904,0.470706
279900,50,6.1800,7.0,201,0,198,905,0.418403
280000,49,5.8163,6.0,191,0,192,894,0.487095
280100,57,5.7895,6.0,200,0,192,831,0.432242
280200,52,5.9231,6.0,177,0,182,914,0.532894
280300,65,5.7692,6.0,202,0,189,840,0.428135
280400,56,5.4643,5.0,175,1,183,831,0.398344
280500,66,5.8182,6.0,181,0,171,813,0.370259
280600,71,5.7183,6.0,169,1,163,832,0.370414
280700,54,5.2778,5.0,173,1,189,821,0.385033
280800,66,5.9091,6.0,177,0,165,841,0.349972
280900,57,5.6842,6.0,166,0,175,849,0.351639
281000,63,5.4921,6.0,181,1,174,827,0.377247
281100,68,5.6912,6.0,193,0,188,813,0.361736
281200,51,5.7059,6.0,171,0,188,868,0.439104
281300,50,5.5400,6.0,180,0,181,894,0.450081
281400,59,5.7627,6.0,204,0,195,847,0.402733
281500,50,5.6000,5.5,180,0,189,901,0.450513
281600,52,5.4231,5.0,197,0,195,870,0.443536
281700,58,5.3793,5.0,188,0,182,903,0.443832
281800,58,5.2759,5.0,181,0,181,894,0.366222
281900,66,5.2879,5.0,185,0,177,865,0.376843
282000,47,5.8085,6.0,177,0,196,920,0.344484
282100,57,5.5614,5.0,197,0,187,897,0.356834
282200,55,5.4727,5.0,194,0,196,877,0.353442
282300,57,5.6667,6.0,194,0,192,884,0.366996
282400,46,5.7609,6.0,183,0,194,892,0.396524
282500,53,5.5660,6.0,190,0,183,897,0.394257
282600,51,5.7451,6.0,194,0,196,934,0.408633
282700,52,5.7885,6.0,191,0,190,922,0.348562
282800,59,5.7627,6.0,192,0,185,887,0.327826
282900,57,5.7193,6.0,184,0,186,920,0.353540
283000,56,5.7143,5.0,179,0,180,919,0.405707
283100,61,5.4426,5.0,198,0,193,838,0.360995
283200,63,5.7302,5.0,179,0,177,838,0.351374
283300,68,5.6765,6.0,168,0,163,869,0.346692
283400,60,5.5167,5.0,178,0,186,840,0.365826
283500,57,5.7719,6.0,172,0,175,886,0.386930
283600,50,5.4000,5.0,176,0,183,887,0.359788
283700,68,5.5294,5.0,175,0,157,846,0.354383
283800,62,5.8710,6.0,162,0,168,878,0.374491
283900,73,5.6849,6.0,186,0,175,823,0.333571
284000,63,5.2063,5.0,164,0,174,847,0.341788
284100,64,5.5938,6.0,172,0,171,845,0.375232
284200,58,5.6034,5.0,170,0,176,890,0.392595
284300,59,5.5085,6.0,179,0,178,874,0.343272
284400,55,5.6909,6.0,173,0,177,906,0.347251
284500,69,5.6087,6.0,193,0,179,836,0.417481
284600,63,4.9206,5.0,166,0,172,856,0.396907
284700,62,5.7097,6.0,178,1,178,866,0.394659
284800,55,5.5818,6.0,163,1,169,891,0.396795
284900,51,5.6275,6.0,181,0,185,907,0.475799
285000,56,5.6607,5.5,198,0,193,912,0.430104
285100,73,5.6164,6.0,192,0,175,850,0.409246
285200,67,5.1343,5.0,169,0,175,794,0.386999
285300,73,5.7534,6.0,153,0,147,837,0.406492
285400,61,5.7377,6.0,158,0,170,847,0.392828
285500,63,5.6349,6.0,167,0,165,825,0.355604
285600,58,5.7759,6.0,176,0,181,882,0.405393
285700,45,6.0667,6.0,181,0,194,896,0.409117
285800,53,5.7547,6.0,192,0,184,872,0.406084
285900,51,5.9216,6.0,184,0,186,894,0.411444
286000,61,5.6885,6.0,206,0,196,822,0.336988
286100,60,5.5167,6.0,173,0,174,815,0.332804
286200,59,5.7966,6.0,183,0,184,846,0.347566
286300,60,5.5167,5.5,190,0,189,824,0.376228
286400,44,5.4318,5.0,177,1,192,879,0.454880
286500,57,5.5965,6.0,196,0,183,866,0.407866
286600,54,5.6667,6.0,193,1,195,821,0.391918
286700,74,5.2297,5.0,189,0,169,776,0.360330
